"ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	Dt_Customer	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Z_CostContact	Z_Revenue	Response"
"9500	1959	Graduation	Married	58113	0	1	25-01-2013	66	221	104	169	102	78	84	3	9	2	8	7	0	0	0	0	0	1	3	11	0"
"3602	1958	Master	Married	51412	0	1	31-12-2013	42	140	3	29	4	5	14	2	3	2	4	4	0	0	0	0	0	0	3	11	0"
"234	1979	Graduation	Divorced	15287	1	0	10-10-2012	60	1	2	8	4	3	13	2	1	1	2	7	1	0	0	0	0	0	3	11	1"
"2995	1957	Master	Together	66636	0	0	17-08-2013	64	291	10	689	84	10	0	1	3	4	9	1	0	0	0	0	0	0	3	11	0"
"1118	1956	Master	Married	50965	0	1	20-02-2013	87	544	13	85	8	6	29	3	10	4	5	8	1	0	0	0	0	0	3	11	0"
"7789	1965	PhD	Married	84618	0	0	22-11-2013	96	684	100	801	21	66	0	1	6	9	10	2	0	0	1	0	0	0	3	11	0"
"3068	1990	Graduation	Married	18351	0	0	29-10-2013	1	1	12	9	0	14	7	1	2	0	3	7	0	0	0	0	0	0	3	11	0"
"8955	1957	PhD	Together	40451	0	2	16-02-2014	54	35	0	4	0	0	10	1	1	1	2	5	1	0	0	0	0	0	3	11	0"
"945	1965	Graduation	Together	36317	0	1	22-05-2013	53	87	3	25	3	2	13	2	3	0	4	7	0	0	0	0	0	0	3	11	0"
"5644	1957	Graduation	Together	42213	0	1	12-10-2013	96	309	3	24	4	3	20	2	5	1	7	7	0	1	0	0	0	0	3	11	0"
"7192	1955	Graduation	Together	65748	0	1	15-04-2013	58	172	73	93	95	78	34	2	2	4	10	1	0	0	0	0	0	1	3	11	0"
"2324	1972	Graduation	Together	77044	0	1	27-10-2013	12	625	38	242	50	34	76	2	7	11	11	4	1	0	0	0	0	0	3	11	0"
"697	1969	Graduation	Together	74918	0	0	12-03-2013	78	972	59	913	25	19	59	1	5	9	6	3	0	0	1	0	0	0	3	11	0"
"3439	1972	Graduation	Married	56721	1	1	31-10-2012	64	157	6	39	6	13	75	5	4	1	5	6	0	0	0	0	0	0	3	11	0"
"1506	1975	Graduation	Single	42160	1	1	28-06-2013	26	48	9	45	3	15	20	4	2	1	4	6	0	0	0	0	0	0	3	11	1"
"232	1965	Graduation	Single	61559	0	1	17-07-2013	8	279	83	88	32	14	34	1	4	2	10	3	0	0	0	0	0	0	3	11	0"
"8876	1963	PhD	Together	33629	1	1	08-08-2012	49	132	0	16	0	0	4	5	3	1	4	9	0	0	0	0	0	0	3	11	0"
"4500	1991	PhD	Together	68682	0	0	06-10-2013	56	919	0	505	99	30	45	1	4	9	10	2	0	0	0	0	0	0	3	11	0"
"9739	1963	Graduation	Single	34377	0	1	19-01-2013	55	62	0	22	3	1	26	2	2	2	2	7	0	0	0	0	0	0	3	11	0"
"10395	1986	Basic	Single	8940	1	0	22-08-2012	25	1	45	3	4	6	42	3	3	1	3	8	0	0	0	0	0	0	3	11	0"
"1176	1973	Graduation	Married	26228	1	0	22-09-2013	50	2	6	4	3	1	9	1	1	0	2	8	0	0	0	0	0	0	3	11	0"
"1627	1957	2n Cycle	Divorced	77297	0	0	26-01-2013	84	408	61	109	48	122	41	1	5	7	9	4	0	0	0	1	0	0	3	11	0"
"938	1981	Graduation	Married	40211	1	1	30-07-2013	30	51	1	7	2	1	25	2	2	1	2	8	1	0	0	0	0	0	3	11	0"
"2740	1958	PhD	Widow	33438	1	1	22-09-2013	81	62	1	16	3	2	6	4	2	1	4	5	0	0	0	0	0	0	3	11	0"
"257	1959	PhD	Married	75032	0	1	28-04-2013	74	952	12	180	47	12	12	2	5	4	9	3	0	0	0	0	0	0	3	11	0"
"4058	1955	PhD	Single	61284	0	0	12-10-2013	76	618	15	106	20	7	45	1	11	2	8	6	0	1	0	0	0	0	3	11	0"
"7736	1986	Graduation	Married	22518	1	0	22-10-2012	36	11	7	12	2	2	27	2	2	1	2	5	1	0	0	0	0	0	3	11	1"
"8210	1975	Master	Married	54730	0	1	15-08-2013	64	318	3	17	4	7	56	5	4	1	8	4	0	0	0	0	0	0	3	11	0"
"833	1955	Master	Married	38452	1	1	30-03-2014	62	56	0	14	0	0	2	3	3	0	3	7	0	0	0	0	0	0	3	11	0"
"6230	1971	Graduation	Divorced	44421	1	1	15-02-2013	53	110	5	59	7	1	7	5	5	0	4	8	0	0	0	0	0	0	3	11	0"
"7325	1986	PhD	Together	38197	1	0	29-06-2013	86	23	0	11	2	1	3	1	1	0	3	5	0	0	0	0	0	0	3	11	0"
"1307	1978	Graduation	Divorced	41986	0	1	09-02-2014	15	27	5	8	8	3	12	3	3	0	4	4	0	0	0	0	0	0	3	11	0"
"1502	1983	Graduation	Together	28427	1	0	21-03-2013	67	18	3	19	3	3	6	2	2	0	3	8	0	0	0	0	0	0	3	11	0"
"6211	1976	PhD	Together	37395	1	0	02-05-2014	47	18	0	9	0	1	11	1	1	0	3	6	0	0	0	0	0	0	3	11	0"
"843	1971	Graduation	Married	64722	1	0	26-05-2014	47	303	0	280	60	147	15	4	8	2	11	6	0	0	0	0	0	0	3	11	0"
"4174	1956	Master	Together	55249	0	1	17-04-2014	81	97	1	19	2	0	11	1	2	1	4	3	0	0	0	0	0	0	3	11	0"
"9757	1972	Graduation	Together	84906	0	0	04-10-2013	98	997	15	414	99	30	76	1	5	6	12	2	0	1	1	0	1	0	3	11	0"
"6918	1989	Graduation	Married	28691	1	0	04-07-2013	56	5	4	13	8	0	4	1	1	0	3	8	0	0	0	0	0	0	3	11	0"
"286	1952	Graduation	Single	44213	1	1	29-11-2013	48	95	11	35	0	4	7	4	2	1	5	6	0	0	0	0	0	0	3	11	0"
"11086	1984	Basic	Single	25707	1	0	18-01-2014	18	1	6	2	3	6	3	1	1	0	3	7	0	0	0	0	0	0	3	11	0"
"1921	1967	PhD	Married	59062	2	1	03-10-2013	74	46	1	12	3	0	9	2	2	0	3	4	0	0	0	0	0	0	3	11	0"
"4138	1962	Graduation	Single	76624	0	1	24-05-2014	68	411	106	147	54	115	66	1	5	10	7	1	1	0	0	0	0	0	3	11	0"
"7718	1947	Master	Together	66000	0	0	20-04-2014	36	244	51	270	101	0	45	1	1	3	5	1	0	0	0	0	0	0	3	11	0"
"1291	1978	PhD	Together	27683	1	0	04-08-2012	90	152	9	121	12	12	45	4	6	2	4	8	0	0	0	0	0	0	3	11	0"
"6862	1971	Graduation	Divorced	1730	0	0	18-05-2014	65	1	1	3	1	1	1	15	0	0	0	20	0	0	0	0	0	0	3	11	0"
"4136	1992	Basic	Single	7500	1	0	03-12-2012	63	10	17	18	8	26	40	4	3	2	2	9	0	0	0	0	0	0	3	11	0"
"803	1968	Graduation	Together	40521	1	1	05-04-2013	82	12	0	5	0	0	4	1	0	1	2	5	0	0	0	0	0	0	3	11	0"
"4298	1973	PhD	Together	20427	1	0	24-03-2014	63	5	0	4	0	0	1	1	1	0	2	8	0	0	0	0	0	0	3	11	0"
"10833	1975	Graduation	Married	65106	0	1	24-05-2014	55	790	19	133	12	0	19	3	8	3	13	6	0	1	0	0	0	0	3	11	0"
"9606	1965	PhD	Married	69969	0	0	27-08-2013	64	882	29	514	38	29	44	1	4	2	6	3	0	0	1	1	0	0	3	11	1"
"8534	1952	Graduation	Married	67433	0	2	16-07-2013	51	615	28	259	12	48	30	4	6	5	13	4	0	1	0	0	0	0	3	11	0"
"5153	1967	PhD	Married	77766	0	1	22-02-2013	97	1004	59	265	115	59	27	2	11	10	11	6	1	0	0	0	0	0	3	11	1"
"961	1972	Graduation	Married	74716	0	1	12-09-2013	92	133	27	421	13	195	71	2	7	3	5	4	0	0	0	0	0	0	3	11	0"
"5011	1963	Graduation	Divorced	68118	0	1	18-10-2013	51	595	23	123	10	23	154	2	8	9	4	6	0	0	0	0	0	0	3	11	0"
"6653	1970	PhD	Married	55158	1	1	30-07-2012	72	293	0	87	4	11	23	4	7	2	5	7	0	0	0	0	0	0	3	11	1"
"9094	1955	2n Cycle	Married	62972	0	1	03-08-2012	39	313	15	47	20	0	192	2	7	4	3	6	0	0	0	0	0	0	3	11	1"
"810	1975	Graduation	Married	74190	0	1	12-05-2014	49	151	81	86	168	91	64	2	4	2	11	2	0	0	0	0	0	0	3	11	0"
"5493	1976	Graduation	Married	39356	1	1	19-03-2014	21	15	0	2	0	0	6	1	1	0	2	6	1	0	0	0	0	0	3	11	0"
"2147	1969	Graduation	Together	76653	0	0	16-08-2013	91	736	63	946	219	189	126	1	4	7	11	2	0	0	1	1	0	0	3	11	0"
"5107	1973	PhD	Divorced	35860	1	1	19-05-2014	37	15	0	8	4	2	20	2	1	1	2	5	1	0	0	0	0	0	3	11	0"
"3979	1983	PhD	Divorced	90687	0	0	22-05-2013	98	982	17	672	23	34	51	1	6	2	8	2	0	0	1	0	0	0	3	11	1"
"6049	1982	Master	Together	73450	0	0	05-12-2013	85	1142	51	415	90	69	37	1	7	8	11	3	1	0	0	1	0	0	3	11	0"
"8147	1960	Graduation	Married	31454	1	1	06-07-2013	40	28	0	11	0	0	9	3	2	0	3	8	0	0	0	0	0	0	3	11	0"
"1857	1952	Graduation	Single	47139	1	1	06-03-2014	2	46	0	12	0	2	23	2	2	1	2	7	0	0	0	0	0	0	3	11	1"
"3910	1975	Graduation	Divorced	83829	0	0	08-10-2013	78	897	161	430	186	161	27	0	4	7	6	1	1	0	1	1	0	0	3	11	1"
"5207	1963	PhD	Married	53378	1	1	24-09-2012	41	489	6	152	8	6	132	10	9	4	6	8	0	0	0	0	0	0	3	11	1"
"11114	1970	Graduation	Together	19656	1	0	08-02-2013	94	25	4	9	6	8	32	3	2	1	3	7	0	0	0	0	0	0	3	11	0"
"5429	1948	PhD	Married	45579	0	1	20-08-2013	10	145	1	33	2	1	1	1	4	1	4	6	0	0	0	0	0	0	3	11	0"
"9400	1958	2n Cycle	Single	85485	0	0	21-06-2014	73	630	26	611	44	18	54	1	6	6	6	2	0	0	0	0	0	0	3	11	0"
"1740	1944	Graduation	Married	55956	0	0	07-04-2014	22	760	38	104	50	9	38	2	7	3	4	4	0	1	0	0	0	0	3	11	0"
"7488	1963	Master	Single	64191	0	1	22-01-2013	30	420	15	186	151	38	15	3	5	3	13	3	0	0	0	0	0	0	3	11	0"
"195	1972	Graduation	Single	38808	1	0	26-08-2012	21	125	17	52	3	19	30	4	5	1	4	8	1	0	0	0	0	0	3	11	1"
"635	1966	Master	Married	57183	1	1	19-03-2013	51	464	5	64	7	0	70	8	9	1	7	8	0	0	0	0	0	0	3	11	0"
"7527	1968	Master	Divorced	23748	1	0	21-11-2012	97	6	6	29	12	15	8	3	2	1	3	8	0	0	0	0	0	0	3	11	0"
"10319	1971	Graduation	Married	66303	0	1	26-02-2013	56	1090	12	96	16	12	60	4	3	4	11	8	0	1	0	0	0	0	3	11	0"
"2296	1975	Master	Married	37368	1	0	16-12-2013	4	3	2	11	2	2	10	1	1	0	2	6	1	0	0	0	0	0	3	11	0"
"10637	1964	Graduation	Married	40800	1	2	01-01-2013	77	24	0	27	8	30	10	2	3	0	3	7	0	0	0	0	0	1	3	11	0"
"2931	1978	Graduation	Divorced	71847	0	0	21-09-2012	95	737	21	106	55	63	210	0	6	7	9	3	0	0	0	1	0	0	3	11	0"
"907	1975	Graduation	Married	46149	0	1	29-11-2013	36	254	6	71	4	0	27	5	5	1	7	5	0	0	0	0	0	0	3	11	0"
"3698	1983	Graduation	Together	78687	0	0	09-08-2012	13	817	185	687	145	55	241	1	4	6	8	2	0	0	1	0	0	0	3	11	1"
"9516	1971	2n Cycle	Divorced	49118	0	0	18-08-2012	90	620	54	239	99	98	119	2	9	7	10	7	0	1	0	0	1	0	3	11	1"
"679	1957	PhD	Married	37633	1	1	20-09-2012	49	13	4	20	0	0	1	2	1	0	3	9	0	0	0	0	0	0	3	11	0"
"7384	1951	Master	Together	39767	0	0	21-07-2013	18	113	61	204	34	26	47	2	7	1	7	8	0	0	0	0	0	0	3	11	0"
"5043	1951	Basic	Married	26997	0	0	05-11-2012	89	7	23	78	133	49	144	2	4	2	5	7	0	0	0	0	0	0	3	11	0"
"5267	1970	Graduation	Divorced	33986	1	0	14-03-2013	43	16	2	18	2	1	5	1	1	0	3	7	0	0	0	0	0	0	3	11	0"
"339	1972	PhD	Married	57091	0	1	23-11-2012	82	462	0	24	6	0	4	2	9	2	5	7	0	1	0	0	0	0	3	11	1"
"2516	1969	2n Cycle	Married	46831	1	1	08-06-2013	84	22	2	10	6	4	34	2	1	2	2	4	0	0	0	0	0	0	3	11	0"
"9010	1972	Master	Married	83151	0	0	10-02-2013	80	968	147	842	137	42	210	1	5	7	10	2	1	0	1	1	0	0	3	11	1"
"378	1971	Graduation	Married	52531	0	0	30-12-2012	68	283	112	151	51	72	125	2	7	2	10	6	0	0	0	0	0	0	3	11	0"
"4808	1956	Graduation	Married	15759	0	0	05-09-2013	12	1	2	5	6	0	3	1	1	0	2	7	0	0	0	0	0	0	3	11	0"
"5068	1971	Graduation	Single	22804	1	0	31-07-2013	75	14	1	7	2	1	1	1	2	0	2	9	0	0	0	0	0	0	3	11	0"
"7628	1973	2n Cycle	Married	43050	1	0	18-03-2014	10	30	5	24	6	3	8	2	2	0	4	5	0	0	0	0	0	0	3	11	0"
"7128	1977	PhD	Single	42997	1	1	07-12-2013	91	4	0	5	0	1	5	1	1	0	2	7	0	0	0	0	0	0	3	11	0"
"2811	1963	PhD	Single	48918	1	1	12-04-2014	21	52	0	9	0	0	1	2	1	0	4	4	0	0	0	0	0	0	3	11	0"
"3551	1954	Master	Together	60033	0	1	29-03-2014	28	62	1	57	19	11	48	2	2	1	5	2	0	0	0	0	0	0	3	11	0"
"1663	1978	PhD	Together	34043	1	0	25-10-2013	97	20	2	14	3	0	10	1	2	0	2	9	0	0	0	0	0	0	3	11	0"
"5543	1966	Graduation	Together	57811	0	1	24-06-2013	49	545	7	114	37	21	78	5	7	2	11	5	0	1	0	0	0	0	3	11	0"
"1577	1946	Graduation	Married	78569	0	0	19-02-2014	14	558	79	622	207	175	95	1	4	6	4	1	0	0	1	0	0	0	3	11	1"
"10641	1978	Graduation	Single	7500	1	1	27-12-2012	5	6	5	4	13	4	25	4	2	1	3	6	0	0	0	0	0	0	3	11	0"
"5336	1971	Master	Together	157733	1	0	04-06-2013	37	39	1	9	2	0	8	0	1	0	1	1	0	0	0	0	0	0	3	11	0"
"6024	1953	Graduation	Together	94384	0	0	04-03-2013	62	1111	24	790	160	45	172	0	5	8	5	2	0	1	1	1	0	0	3	11	1"
"1878	1985	2n Cycle	Married	23148	0	0	18-02-2014	83	4	6	8	6	3	10	1	2	0	3	7	0	0	0	0	0	0	3	11	0"
"3099	1970	Graduation	Divorced	44267	1	1	25-02-2013	48	183	5	65	3	5	49	5	5	2	4	9	0	0	0	0	0	0	3	11	0"
"6055	1979	Graduation	Married	71626	0	0	01-11-2012	94	546	72	376	94	145	72	1	5	5	8	3	0	1	0	0	0	0	3	11	0"
"5841	1966	Graduation	Together	60894	0	1	28-06-2013	61	606	7	155	10	0	54	5	10	3	8	7	0	0	0	0	0	0	3	11	0"
"3972	1976	Graduation	Together	50200	1	1	03-04-2013	70	266	6	51	8	6	64	6	7	1	5	8	0	0	0	0	0	0	3	11	0"
"4394	1965	PhD	Married	81051	0	0	23-05-2014	43	1142	29	249	38	29	14	1	5	5	12	2	0	1	1	0	0	0	3	11	0"
"5758	1982	Graduation	Married	65169	0	0	14-01-2014	23	1074	0	69	0	0	46	1	10	4	13	6	1	0	1	1	1	0	3	11	1"
"6658	1972	Graduation	Together	59868	0	1	22-07-2013	37	771	51	154	54	10	154	7	11	2	12	6	0	0	0	0	0	0	3	11	0"
"4603	1960	PhD	Married	65695	0	1	31-01-2014	50	371	32	189	0	58	6	2	5	4	10	4	0	0	0	0	0	0	3	11	0"
"8427	1956	Master	Single	64857	0	0	23-11-2012	78	556	14	717	210	0	43	1	7	5	10	4	0	0	0	0	0	0	3	11	0"
"10260	1965	Master	Together	45143	0	1	26-08-2013	74	202	5	74	11	5	14	3	6	1	5	7	0	0	0	0	0	0	3	11	0"
"7143	1955	2n Cycle	Together	74805	0	1	06-11-2013	14	209	162	209	41	162	37	5	4	7	10	2	0	0	0	0	0	0	3	11	0"
"8789	1989	2n Cycle	Married	59060	1	0	11-01-2014	77	35	40	111	36	40	12	3	3	1	7	4	0	0	0	0	0	0	3	11	0"
"6197	1962	PhD	Single	27238	1	1	20-04-2013	39	37	0	17	0	0	3	3	3	0	3	9	0	0	0	0	0	0	3	11	0"
"4554	1965	Graduation	Together	47009	0	1	01-10-2013	89	171	45	73	59	10	90	4	3	2	8	4	0	0	0	0	0	0	3	11	0"
"4937	1973	2n Cycle	Married	46094	1	1	10-06-2014	62	12	2	20	3	2	5	1	1	0	3	7	0	0	0	0	0	0	3	11	0"
"1920	1972	Graduation	Married	40321	1	1	29-07-2013	59	44	4	21	6	0	27	2	3	0	3	7	0	0	0	0	0	0	3	11	0"
"8749	1984	Graduation	Together	37235	1	0	01-02-2014	68	20	2	9	4	6	20	1	1	1	2	4	0	0	0	0	0	0	3	11	0"
"1650	1960	Master	Married	81843	0	0	22-04-2013	13	779	86	537	34	69	138	1	5	9	12	3	0	0	0	0	0	0	3	11	0"
"10377	1958	Master	Together	46692	0	1	06-06-2013	37	170	6	97	24	12	88	3	6	1	5	6	0	0	0	0	0	0	3	11	0"
"9206	1968	Graduation	Together	77382	0	1	07-01-2014	36	491	48	231	112	105	134	2	5	7	12	1	0	0	1	0	0	0	3	11	0"
"10971	1977	Graduation	Single	37774	2	0	03-09-2012	28	173	8	107	7	2	176	4	7	2	3	9	1	0	0	0	0	1	3	11	1"
"6398	1974	Basic	Married	18393	1	0	29-03-2014	2	7	10	13	16	0	4	2	3	0	3	8	0	0	0	0	0	0	3	11	0"
"9212	1962	Master	Married	72828	0	1	14-02-2013	17	1205	0	235	19	14	205	6	6	3	13	7	0	0	0	0	0	0	3	11	0"
"7937	1982	Graduation	Married	24711	0	0	18-04-2014	86	10	7	25	6	3	7	1	3	0	3	7	0	0	0	0	0	0	3	11	0"
"839	1975	PhD	Married	45503	1	0	25-09-2013	54	97	4	44	6	1	18	1	3	1	4	5	0	0	0	0	0	0	3	11	0"
"4246	1982	Master	Single	6560	0	0	12-12-2013	2	67	11	26	4	3	262	0	1	0	1	17	0	0	0	0	0	0	3	11	0"
"158	1945	PhD	Together	71604	0	0	17-11-2013	3	345	53	528	98	75	97	1	8	3	5	4	1	0	0	0	0	0	3	11	1"
"4832	1979	Graduation	Married	27244	1	0	07-03-2014	84	6	5	17	3	24	46	2	2	2	2	7	0	0	0	0	0	0	3	11	0"
"5621	1969	Graduation	Married	48752	1	1	12-12-2012	8	73	57	100	71	15	0	5	6	1	5	9	0	0	0	0	0	0	3	11	1"
"1945	1962	Graduation	Married	71434	0	1	18-09-2013	4	711	36	217	172	96	168	3	7	4	7	4	0	1	0	1	0	0	3	11	0"
"5147	1948	Graduation	Single	90842	0	0	29-07-2013	57	774	70	118	182	187	93	1	4	9	13	1	0	0	0	0	0	0	3	11	0"
"2535	1978	Master	Married	88097	1	0	18-08-2012	24	163	0	480	0	126	75	1	6	5	8	9	0	1	1	1	0	0	3	11	1"
"11039	1975	Graduation	Married	51948	0	1	17-09-2013	51	82	33	54	71	30	41	2	5	2	4	5	0	0	0	0	0	0	3	11	0"
"9495	1982	Graduation	Together	71853	0	0	08-05-2013	29	358	108	413	141	97	32	1	2	8	6	1	0	0	0	0	0	0	3	11	0"
"9635	1983	Master	Married	35876	0	0	20-04-2014	13	66	2	40	4	3	14	1	3	1	3	6	0	0	0	0	0	0	3	11	0"
"2173	1952	Graduation	Widow	40049	0	1	16-10-2013	23	13	6	7	0	3	3	1	1	0	3	6	0	0	0	0	0	0	3	11	0"
"942	1982	Graduation	Single	39660	1	0	08-08-2012	36	139	13	78	20	13	36	3	7	1	3	9	0	0	0	0	0	0	3	11	1"
"9386	1962	Graduation	Together	50127	0	1	29-05-2014	88	274	0	21	4	6	15	1	5	1	6	6	0	1	0	0	0	0	3	11	0"
"5510	1977	Master	Married	43263	0	1	21-11-2012	2	262	6	61	0	10	102	3	5	2	6	5	0	0	0	0	0	0	3	11	0"
"873	1949	Master	Married	62845	1	1	01-10-2012	3	1099	0	45	0	0	34	11	3	4	10	8	0	1	0	0	0	0	3	11	1"
"2253	1990	Graduation	Married	18929	0	0	16-02-2013	15	32	0	8	23	4	18	1	1	0	4	6	0	0	0	0	0	0	3	11	0"
"5181	1982	Basic	Single	24367	1	0	20-03-2013	58	2	4	2	0	11	5	1	1	0	2	9	0	0	0	0	0	0	3	11	0"
"979	1975	Graduation	Single	33249	1	0	20-02-2013	11	6	10	21	19	14	42	2	2	1	3	6	0	0	0	0	0	0	3	11	0"
"10390	1959	2n Cycle	Married	26887	0	1	10-02-2013	27	6	7	4	3	4	6	1	1	0	3	6	0	0	0	0	0	0	3	11	0"
"4698	1983	PhD	Married	50150	0	0	20-06-2013	32	135	46	92	65	61	11	2	5	2	7	5	0	0	0	0	0	0	3	11	0"
"7793	1976	Graduation	Together	62061	0	1	31-08-2013	12	641	7	84	0	30	38	3	10	4	7	6	0	1	0	0	0	0	3	11	0"
"1745	1962	PhD	Divorced	85696	0	0	03-05-2013	88	714	76	395	116	0	12	1	4	6	9	1	0	0	0	0	0	0	3	11	1"
"10590	1956	PhD	Together	76542	0	0	30-03-2013	91	794	73	573	0	29	14	1	4	8	10	2	0	0	0	0	0	0	3	11	0"
"5080	1993	Graduation	Single	70515	0	0	21-10-2013	12	420	0	452	182	64	140	1	6	6	4	2	0	0	0	0	0	0	3	11	1"
"8369	1987	Graduation	Together	18227	1	0	08-11-2012	21	1	2	7	4	3	11	1	0	1	2	8	0	0	0	0	0	0	3	11	0"
"5232	1965	Graduation	Married	69139	0	1	27-01-2014	23	86	12	75	33	15	6	1	4	1	5	4	0	0	0	0	0	0	3	11	0"
"2407	1982	Graduation	Married	69109	0	0	09-11-2012	10	823	25	459	124	29	95	1	6	6	7	4	0	0	1	0	0	0	3	11	1"
"3834	1962	Graduation	Single	69627	0	1	17-03-2013	35	231	161	215	171	30	53	2	8	2	11	5	0	0	0	0	0	0	3	11	0"
"7912	1978	Graduation	Married	38136	1	0	22-04-2013	69	8	15	27	0	20	33	2	3	1	2	8	1	0	0	0	0	0	3	11	0"
"7712	1946	PhD	Single	62159	0	0	28-04-2014	68	182	17	259	77	70	29	1	6	2	10	4	0	0	0	0	0	0	3	11	0"
"1065	1963	Graduation	Single	80695	0	0	29-12-2013	85	557	129	984	193	37	18	1	5	8	5	2	0	0	0	0	0	0	3	11	0"
"7275	1971	Master	Single	33316	1	1	04-10-2013	34	79	1	31	4	4	12	3	2	1	4	6	0	0	0	0	0	0	3	11	0"
"1343	1968	Graduation	Together	58554	1	1	26-09-2012	55	368	24	68	38	0	88	6	8	2	6	7	0	0	0	0	0	0	3	11	0"
"1384	1992	Basic	Married	17256	1	0	23-11-2013	10	6	4	14	8	8	22	2	2	1	2	8	1	0	0	0	0	0	3	11	0"
"9967	1974	Graduation	Divorced	53034	1	1	30-05-2013	30	160	15	196	15	11	50	8	6	1	7	8	0	0	0	0	0	0	3	11	0"
"6181	1950	2n Cycle	Together	52203	0	0	31-07-2012	36	488	21	238	56	108	28	1	8	7	11	6	0	0	0	0	0	0	3	11	0"
"10507	1977	2n Cycle	Divorced	59601	0	1	25-07-2013	14	691	7	69	0	7	23	4	2	2	7	8	0	1	0	0	0	0	3	11	0"
"2674	1958	Master	Single	75154	0	1	04-09-2012	79	543	10	205	160	143	82	1	6	3	6	3	0	0	0	0	0	0	3	11	1"
"2698	1976	Graduation	Single	47025	0	1	07-11-2013	52	254	7	108	20	0	26	3	6	3	5	6	0	0	0	0	0	0	3	11	0"
"3231	1973	Graduation	Married	37971	1	0	25-11-2013	97	5	4	10	2	2	7	1	1	0	3	8	0	0	0	0	0	0	3	11	0"
"4096	1968	Master	Divorced	41335	1	0	26-12-2013	24	112	19	21	16	14	5	3	4	1	4	7	0	0	0	0	0	0	3	11	0"
"10476	1958	Graduation	Married	67267	0	1	13-05-2014	0	134	11	59	15	2	30	1	3	2	5	2	0	0	0	0	0	0	3	11	0"
"5948	1975	Graduation	Single	57338	0	1	29-04-2014	96	143	6	52	11	8	17	2	4	1	5	5	0	0	0	0	0	0	3	11	0"
"9140	1960	2n Cycle	Together	50523	1	1	25-12-2013	89	51	4	24	4	7	1	2	2	0	4	6	0	0	0	0	0	0	3	11	0"
"10258	1965	Master	Single	35791	2	1	06-05-2013	94	27	0	5	0	0	3	2	1	0	3	8	0	0	0	0	0	0	3	11	0"
"5675	1960	PhD	Divorced	50611	0	1	04-10-2012	98	459	0	24	6	0	4	6	4	5	7	6	0	1	0	0	0	0	3	11	0"
